hour,is_night,location_risk_score,previous_incidents,battery_level,sos_frequency,distance_to_safe_km,area_type,is_moving,risk_score,risk_label
10,0,36.22,5,95,0,0.15,2,1,46.05,1
7,0,51.86,1,92,3,0.43,0,0,36.59,1
0,1,89.75,3,30,0,2.11,0,0,68.14,2
8,0,79.06,3,33,4,0.96,1,1,67.7,2
12,0,10.77,4,79,4,5.45,2,1,78.34,3
21,1,50.37,7,33,4,1.22,0,1,83.2,3
9,0,73.24,0,48,1,4.0,2,0,71.66,2
14,0,4.92,2,6,3,3.52,0,0,55.73,2
12,0,94.86,1,68,0,1.9,1,1,39.73,1
0,1,9.91,3,68,4,4.87,1,1,84.94,3
5,1,48.87,3,64,3,3.45,1,0,85.54,3
4,1,35.85,6,2,2,0.12,1,0,83.73,3
6,0,69.35,4,52,0,0.45,1,0,41.41,1
19,1,66.3,6,71,3,4.37,1,1,100.0,3
10,0,36.11,0,47,2,4.6,0,1,46.52,1
6,0,24.93,4,82,0,2.22,0,0,37.94,1
8,0,23.55,0,76,1,1.95,1,1,32.56,1
1,1,3.75,5,93,0,5.89,2,1,87.18,3
9,0,30.66,5,11,4,2.52,0,1,80.67,3
21,1,96.64,0,8,0,1.88,0,0,73.3,2
5,1,79.05,2,59,1,4.21,2,1,85.88,3
14,0,18.79,2,15,0,2.87,0,1,56.86,2
15,0,84.42,5,78,2,5.74,0,0,69.25,2
4,1,89.17,2,50,2,1.9,1,0,73.65,2
20,1,6.12,2,44,3,4.46,0,0,65.91,2
13,0,24.5,1,58,2,3.34,2,1,54.08,2
3,1,12.3,4,22,3,0.88,0,0,71.88,2
11,0,99.91,1,71,0,2.14,1,1,36.34,1
4,1,80.73,3,76,2,1.42,1,0,76.51,3
5,1,23.59,3,20,2,5.34,0,0,83.53,3
16,0,0.76,4,48,0,5.59,1,1,44.5,1
22,1,71.66,3,77,2,0.21,2,1,81.24,3
23,1,54.47,6,4,2,2.22,2,0,97.1,3
6,0,56.02,6,74,1,4.11,1,0,63.51,2
3,1,70.94,5,44,4,3.29,0,1,82.25,3
16,0,21.9,7,79,1,3.04,2,0,72.56,2
19,1,11.14,0,7,1,4.38,1,1,80.93,3
13,0,52.17,4,3,2,3.72,0,1,72.94,2
10,0,30.82,6,12,3,3.65,0,1,77.4,3
4,1,93.36,4,58,2,3.92,0,1,90.77,3
10,0,90.03,3,70,4,5.57,0,1,63.54,2
12,0,20.99,1,21,0,4.06,1,1,46.54,1
18,0,2.31,4,17,0,3.16,0,1,57.31,2
23,1,8.36,7,3,1,1.11,0,1,74.69,2
13,0,61.66,2,44,2,0.76,1,0,41.49,1
10,0,0.39,6,63,3,3.02,0,0,56.94,2
5,1,91.8,7,94,2,1.89,0,0,75.75,3
23,1,54.48,5,5,3,0.59,0,1,92.55,3
12,0,89.53,3,33,3,1.27,0,1,65.96,2
18,0,17.45,7,40,3,5.84,1,1,72.26,2
13,0,25.09,5,51,4,2.36,0,0,56.31,2
11,0,23.58,2,58,0,5.03,0,1,42.79,1
11,0,43.38,3,75,0,5.39,2,0,72.5,2
1,1,64.57,6,27,4,0.86,0,1,77.74,3
5,1,25.32,5,70,2,5.71,0,1,90.19,3
21,1,34.42,1,70,4,4.65,0,1,79.97,3
21,1,61.66,1,85,3,4.56,1,1,85.41,3
2,1,78.21,0,55,2,1.06,0,1,58.24,2
11,0,6.15,1,35,3,3.61,2,0,67.68,2
21,1,48.04,2,89,1,5.78,1,0,82.39,3
16,0,69.56,4,94,0,2.13,1,0,50.24,2
3,1,68.99,1,78,0,5.75,2,1,76.81,3
19,1,77.29,1,68,1,5.07,1,0,77.16,3
9,0,53.28,5,92,0,5.58,0,0,52.35,2
13,0,39.41,7,56,0,4.85,2,0,74.61,2
8,0,80.95,5,20,3,2.64,0,1,79.35,3
22,1,93.44,2,47,2,3.14,0,0,79.9,3
9,0,67.75,3,77,1,1.64,0,0,38.89,1
20,1,50.92,3,77,2,2.64,1,0,71.59,2
14,0,13.89,7,58,3,4.87,1,0,71.14,2
9,0,45.5,6,85,1,2.89,0,0,40.3,1
21,1,76.03,2,87,1,2.65,0,1,58.43,2
22,1,94.91,7,97,3,1.31,0,0,83.98,3
21,1,58.41,0,39,1,4.1,2,0,93.72,3
21,1,44.07,3,60,4,3.51,1,0,79.38,3
16,0,6.37,2,85,3,1.07,0,1,32.67,1
5,1,63.61,5,45,0,5.82,2,1,89.74,3
13,0,69.81,4,83,4,5.86,1,1,79.65,3
21,1,81.63,3,33,1,1.47,1,0,85.36,3
10,0,14.37,4,34,4,4.22,1,0,76.95,3
3,1,13.2,3,35,3,5.95,1,0,100.0,3
5,1,29.5,7,4,0,0.71,0,0,68.19,2
21,1,75.7,2,45,4,3.49,1,0,91.4,3
18,0,42.82,5,50,2,4.9,2,1,75.19,3
13,0,82.79,4,69,4,2.93,2,1,80.95,3
20,1,6.93,5,24,0,0.76,1,1,69.91,2
9,0,84.71,7,2,3,2.51,0,0,87.45,3
16,0,56.13,4,98,3,3.91,1,1,74.22,2
20,1,49.75,3,82,0,3.73,0,0,62.35,2
12,0,1.76,3,57,0,1.75,0,0,24.96,0
10,0,99.85,7,3,3,3.71,1,0,96.35,3
21,1,3.53,2,71,4,1.62,1,1,74.55,2
20,1,72.14,3,67,1,5.65,1,1,81.82,3
0,1,77.29,7,52,0,5.03,0,0,77.58,3
1,1,26.52,2,99,3,1.16,1,1,75.69,3
11,0,48.5,5,93,1,1.19,1,1,42.76,1
21,1,63.57,6,13,1,1.57,0,1,92.21,3
19,1,3.34,3,31,0,3.55,0,0,58.93,2
18,0,47.65,7,40,3,2.96,1,1,68.53,2
14,0,24.98,7,98,2,4.45,0,1,56.93,2
20,1,93.77,1,29,4,3.19,2,0,96.0,3
3,1,18.32,1,32,1,5.22,0,1,74.93,2
9,0,58.45,4,4,1,1.83,0,1,62.83,2
22,1,58.53,5,31,0,0.7,0,1,58.26,2
0,1,26.5,5,71,1,5.75,0,0,74.09,2
4,1,28.21,1,65,3,3.21,1,1,78.16,3
1,1,4.21,6,15,1,4.14,0,0,93.46,3
1,1,71.15,6,13,4,4.68,1,1,92.93,3
18,0,21.44,6,61,4,4.27,0,1,62.68,2
19,1,45.26,1,43,0,4.38,2,1,73.86,2
5,1,68.63,5,82,3,3.01,0,0,86.32,3
18,0,20.81,3,55,3,0.3,0,0,36.34,1
18,0,45.47,7,90,0,4.93,0,1,55.28,2
23,1,23.26,6,50,0,4.7,0,0,73.51,2
8,0,22.98,7,9,2,5.11,0,1,74.41,2
1,1,24.19,5,87,0,4.13,2,0,87.76,3
7,0,2.28,6,94,0,1.06,0,1,22.88,0
9,0,24.53,1,8,3,0.24,2,1,75.23,3
6,0,59.6,5,34,3,3.95,2,0,100.0,3
23,1,61.71,6,80,0,3.21,1,0,82.45,3
11,0,29.56,2,62,0,3.39,2,0,50.13,2
21,1,25.79,5,79,3,3.08,0,1,89.13,3
22,1,91.88,3,12,3,5.58,1,1,95.17,3
10,0,95.98,5,96,3,2.83,0,1,68.61,2
23,1,36.36,7,52,3,5.55,2,0,96.16,3
22,1,49.19,2,98,1,1.21,2,0,77.52,3
19,1,13.2,4,52,2,5.67,1,0,86.33,3
9,0,88.61,6,91,4,3.69,0,0,74.22,2
22,1,53.15,1,90,2,2.09,0,0,62.84,2
3,1,71.15,7,23,1,5.99,0,0,92.15,3
13,0,71.51,4,60,2,1.17,2,0,68.62,2
19,1,76.39,0,55,0,4.84,0,1,62.96,2
5,1,74.22,7,34,0,4.86,1,1,92.32,3
8,0,56.56,4,85,3,1.8,2,1,67.86,2
16,0,40.35,4,23,0,4.15,0,0,51.71,2
22,1,76.76,4,25,3,0.22,2,1,100.0,3
2,1,37.78,7,43,1,5.97,1,0,86.64,3
20,1,51.85,3,46,0,5.1,2,1,88.87,3
0,1,28.54,5,91,3,4.85,2,1,93.13,3
10,0,25.35,5,15,0,5.24,0,0,63.09,2
22,1,21.56,5,9,1,5.62,0,0,92.34,3
9,0,23.03,4,29,1,2.14,2,0,73.97,2
6,0,38.66,3,76,4,0.79,2,0,65.72,2
7,0,31.52,6,10,4,1.44,1,1,80.31,3
23,1,19.35,5,64,3,1.94,2,0,97.75,3
17,0,86.71,3,59,3,1.5,1,1,59.97,2
22,1,5.19,6,70,3,1.02,0,1,66.57,2
20,1,66.72,7,62,4,1.12,1,1,90.62,3
18,0,36.18,3,11,1,3.17,0,1,61.58,2
10,0,49.82,3,18,4,2.71,1,0,79.87,3
2,1,67.64,4,85,0,5.73,0,0,76.82,3
8,0,8.47,7,79,4,1.77,0,0,43.92,1
8,0,92.99,6,69,4,5.45,1,0,89.17,3
4,1,29.25,2,72,0,0.94,1,0,45.31,1
17,0,10.92,0,52,3,0.92,0,0,33.35,1
5,1,20.04,0,5,4,5.27,0,1,90.19,3
18,0,71.95,1,31,1,5.6,2,1,75.08,3
14,0,88.37,1,73,2,0.52,1,1,48.61,1
21,1,58.05,7,34,2,2.61,1,0,96.08,3
22,1,22.73,6,3,2,5.2,0,1,100.0,3
5,1,50.17,7,54,1,2.19,0,1,66.16,2
2,1,59.22,2,65,0,0.2,0,1,49.65,1
5,1,73.55,0,23,0,4.04,0,0,72.18,2
2,1,50.84,7,65,3,0.86,1,1,81.12,3
17,0,7.97,2,32,0,0.64,2,1,45.15,1
9,0,76.87,4,38,1,0.55,1,1,63.07,2
8,0,29.33,1,83,3,4.08,1,0,48.3,1
1,1,5.44,7,82,2,3.59,0,1,74.39,2
17,0,13.72,5,13,3,0.56,1,0,67.44,2
15,0,46.31,7,25,4,1.58,1,0,67.34,2
2,1,24.01,6,78,0,2.9,0,1,68.77,2
5,1,48.76,0,28,3,5.28,1,1,93.4,3
17,0,13.67,0,86,2,4.13,0,0,41.82,1
4,1,31.98,1,95,0,0.47,0,0,41.02,1
12,0,40.75,1,86,1,0.64,1,0,30.18,1
12,0,86.27,6,29,1,5.6,0,1,78.58,3
7,0,36.13,6,85,0,3.35,1,1,55.55,2
20,1,87.61,7,74,1,3.05,2,1,95.59,3
19,1,77.53,6,26,2,1.63,2,1,100.0,3
0,1,40.37,0,59,4,1.14,0,1,65.81,2
3,1,1.41,2,20,3,1.56,0,0,71.2,2
8,0,85.98,5,16,0,4.18,0,0,68.77,2
21,1,60.76,7,92,4,2.54,0,0,85.5,3
2,1,24.45,4,48,2,1.38,1,1,73.05,2
1,1,19.57,2,28,3,3.15,1,0,83.62,3
1,1,96.7,0,7,2,0.34,0,0,71.57,2
17,0,51.88,1,49,4,1.28,0,1,47.56,1
19,1,88.26,1,32,2,5.55,0,1,91.73,3
11,0,81.29,5,23,0,2.66,0,0,53.4,2
23,1,6.55,0,90,0,3.62,0,0,48.44,1
11,0,45.89,1,36,2,2.07,0,0,45.77,1
3,1,16.83,3,30,3,2.78,1,0,85.97,3
19,1,67.98,6,91,4,4.33,0,0,94.15,3
23,1,57.27,6,18,1,3.72,0,0,91.44,3
13,0,51.28,2,9,0,1.02,0,0,43.74,1
19,1,94.71,1,75,3,3.1,2,1,93.9,3
23,1,10.56,5,54,3,0.81,0,0,63.69,2
16,0,15.88,2,9,3,0.88,0,1,62.27,2
3,1,51.45,6,67,2,2.09,0,0,77.6,3
18,0,32.12,0,28,2,0.4,0,0,36.23,1
10,0,25.59,6,44,3,3.3,2,1,63.94,2
23,1,8.83,4,75,1,1.42,0,0,54.76,2
16,0,49.27,0,68,2,3.95,0,1,49.6,1
20,1,43.23,6,37,0,4.57,0,1,75.05,3
19,1,8.17,0,27,0,0.24,0,1,41.98,1
20,1,84.56,4,63,2,0.83,1,1,75.09,3
18,0,95.47,4,99,4,1.48,1,1,68.06,2
2,1,2.82,7,18,2,2.24,0,1,77.3,3
6,0,39.39,4,77,2,3.17,1,1,59.17,2
14,0,30.17,2,49,2,5.17,0,0,50.68,2
7,0,58.44,7,18,0,1.67,0,0,63.06,2
23,1,23.01,4,57,0,0.42,2,0,71.86,2
12,0,79.19,7,84,0,4.37,1,1,59.82,2
14,0,5.95,6,73,0,1.53,1,0,36.34,1
15,0,80.74,6,91,4,0.39,0,1,63.45,2
20,1,69.58,6,59,3,1.73,1,0,87.84,3
0,1,57.64,6,90,0,4.25,0,1,66.13,2
4,1,71.96,7,60,1,3.31,0,1,77.94,3
9,0,43.2,1,73,2,4.43,0,1,50.79,2
14,0,99.33,5,33,0,4.86,0,1,63.93,2
21,1,66.44,1,56,2,3.02,1,1,74.53,2
7,0,86.56,1,97,3,1.38,0,1,44.53,1
18,0,23.67,3,33,4,4.06,0,1,66.12,2
6,0,47.61,5,71,3,5.11,0,0,69.28,2
23,1,19.02,7,79,0,3.87,0,1,65.22,2
2,1,7.92,2,53,1,4.69,2,0,86.58,3
21,1,14.66,2,88,1,1.51,1,1,53.62,2
8,0,67.39,0,82,0,1.33,2,0,46.97,1
8,0,67.78,5,5,2,1.45,0,0,70.66,2
11,0,77.34,3,71,1,5.83,1,1,66.93,2
2,1,60.88,3,15,2,1.17,1,0,87.39,3
8,0,83.4,4,43,3,3.42,1,1,76.87,3
4,1,33.46,4,51,3,0.96,2,1,83.36,3
18,0,30.14,6,40,0,3.97,1,1,52.13,2
7,0,66.95,3,48,2,3.86,1,0,62.18,2
18,0,21.57,3,31,0,3.09,0,1,45.0,1
22,1,86.78,3,86,4,5.08,2,1,100.0,3
4,1,59.6,3,66,3,4.5,0,0,87.0,3
4,1,84.6,2,98,3,3.23,2,0,100.0,3
19,1,78.14,6,22,4,0.8,0,1,88.41,3
14,0,46.26,0,78,3,3.72,0,1,44.8,1
2,1,84.27,6,87,4,4.34,1,0,100.0,3
1,1,54.79,0,55,2,1.92,0,1,65.55,2
1,1,69.25,3,70,0,5.16,0,0,65.19,2
13,0,83.65,0,90,4,4.95,2,1,71.95,2
8,0,57.93,2,43,4,1.81,0,1,51.97,2
23,1,15.27,2,60,1,4.58,2,0,84.28,3
2,1,56.73,3,67,3,5.76,0,1,88.89,3
5,1,42.94,4,92,2,0.51,0,0,67.73,2
22,1,59.01,0,75,3,1.41,0,0,64.79,2
10,0,64.9,2,49,1,0.25,0,1,35.89,1
8,0,94.86,6,6,0,3.51,1,1,78.02,3
8,0,63.19,0,64,1,4.66,0,0,44.08,1
17,0,65.23,6,19,0,4.45,1,1,81.61,3
16,0,29.0,1,50,3,2.52,1,1,53.75,2
17,0,67.35,5,61,0,1.27,2,1,62.13,2
20,1,93.32,3,12,4,2.97,1,0,100.0,3
15,0,4.71,7,46,0,2.02,1,1,38.53,1
1,1,28.57,5,88,2,1.17,0,1,68.04,2
2,1,21.05,7,58,0,1.67,2,0,79.45,3
21,1,63.5,7,77,0,5.49,2,1,94.33,3
15,0,45.29,4,49,4,3.13,0,1,57.67,2
20,1,25.14,1,22,1,5.37,0,0,76.94,3
7,0,54.57,3,62,3,5.72,2,1,84.17,3
21,1,36.61,6,73,2,2.17,1,1,74.77,2
4,1,3.87,1,61,2,0.12,1,1,54.0,2
21,1,3.89,6,19,0,3.76,1,1,88.93,3
19,1,94.94,6,32,4,5.87,0,0,100.0,3
2,1,48.65,0,14,0,3.63,1,1,78.08,3
0,1,25.58,7,39,4,0.7,0,1,76.46,3
7,0,27.85,2,46,3,3.75,2,0,71.41,2
9,0,89.36,1,85,1,1.69,2,1,58.03,2
13,0,66.76,6,84,4,2.71,1,1,71.8,2
16,0,75.15,7,20,4,2.41,1,0,81.0,3
1,1,78.85,6,29,2,0.93,1,1,90.27,3
21,1,89.56,6,99,2,4.37,1,0,94.34,3
8,0,24.59,1,31,0,3.83,0,1,39.77,1
10,0,43.82,6,85,4,0.59,2,0,74.91,2
18,0,75.63,5,11,0,4.62,0,0,73.65,2
11,0,75.38,6,26,2,0.74,1,0,64.01,2
20,1,33.22,4,81,3,1.44,2,0,100.0,3
7,0,24.03,1,9,4,1.58,2,0,81.93,3
5,1,45.13,1,6,0,1.15,0,0,61.05,2
2,1,93.8,7,67,4,1.62,2,1,100.0,3
4,1,80.47,1,56,0,2.49,2,0,82.15,3
14,0,35.36,7,9,1,1.13,0,1,48.55,1
9,0,76.37,7,9,2,5.74,0,1,84.09,3
21,1,39.11,3,7,1,5.49,1,1,100.0,3
23,1,44.95,2,60,1,0.23,1,1,58.83,2
14,0,47.69,4,35,4,1.25,1,1,67.71,2
3,1,31.84,1,81,4,3.08,1,1,75.38,3
17,0,6.96,5,80,2,0.41,0,1,37.06,1
10,0,38.25,4,61,2,4.25,1,1,66.96,2
3,1,43.89,7,92,3,2.21,2,1,95.88,3
11,0,11.65,4,6,3,4.23,1,0,80.82,3
7,0,16.83,5,96,0,3.93,1,0,46.9,1
12,0,4.31,2,3,2,5.97,0,0,66.54,2
23,1,39.25,3,90,1,2.01,1,1,65.74,2
4,1,62.85,6,70,0,0.53,1,0,74.76,2
12,0,29.28,2,40,1,2.4,0,0,32.04,1
3,1,60.92,6,74,0,2.6,0,0,71.91,2
14,0,64.52,0,70,0,1.9,0,0,30.64,1
4,1,73.43,3,30,0,3.83,0,0,69.89,2
9,0,7.15,4,35,3,4.32,0,0,71.65,2
10,0,81.89,7,98,1,4.02,0,1,60.45,2
20,1,17.64,3,34,0,5.23,1,1,75.9,3
10,0,82.62,6,69,3,2.37,1,1,72.44,2
20,1,38.81,4,7,0,4.66,0,0,85.29,3
13,0,89.76,0,18,4,3.19,1,1,81.72,3
2,1,71.53,4,13,0,0.23,1,1,78.86,3
19,1,7.04,5,49,0,2.85,2,1,72.08,2
6,0,51.86,6,84,0,3.37,2,0,74.95,2
9,0,88.88,3,78,1,2.35,0,0,52.09,2
19,1,63.11,4,63,4,0.17,0,0,70.8,2
6,0,65.4,0,30,0,0.61,0,0,29.86,1
5,1,14.61,5,27,2,4.57,2,1,100.0,3
8,0,90.76,5,28,2,3.84,0,0,74.41,2
7,0,79.66,3,7,0,5.2,1,1,72.68,2
18,0,34.32,3,32,4,4.18,1,0,80.11,3
12,0,72.26,4,8,2,0.18,1,0,69.51,2
15,0,50.02,4,70,4,1.12,0,0,53.64,2
22,1,68.3,5,26,4,4.62,1,1,100.0,3
2,1,82.26,4,28,4,3.41,1,1,100.0,3
16,0,41.77,4,10,4,4.59,0,0,83.97,3
10,0,70.4,7,85,0,1.94,1,1,42.17,1
10,0,45.88,3,21,1,0.71,1,1,48.12,1
7,0,14.32,0,73,4,1.14,0,0,30.2,1
3,1,44.54,2,94,3,3.24,1,1,84.99,3
20,1,95.64,7,57,1,3.81,0,0,83.32,3
13,0,93.98,5,35,1,4.33,0,1,71.53,2
3,1,76.41,5,50,4,0.34,0,0,79.28,3
3,1,45.42,7,88,3,4.04,0,0,90.95,3
0,1,65.55,6,64,1,5.49,1,0,83.96,3
4,1,67.47,6,37,0,3.25,1,1,76.79,3
12,0,41.44,3,3,0,2.24,0,1,54.46,2
4,1,14.38,4,23,3,1.69,1,1,87.9,3
3,1,8.74,2,27,2,0.65,1,1,75.5,3
17,0,44.83,6,94,2,5.29,2,0,87.0,3
22,1,15.59,1,66,4,1.48,2,1,73.52,2
12,0,61.95,3,23,3,5.64,0,0,72.55,2
7,0,5.19,7,32,2,1.11,1,1,57.97,2
23,1,92.48,6,22,1,1.49,2,1,92.82,3
17,0,1.22,1,65,0,1.22,0,1,18.9,0
20,1,25.45,0,78,0,4.68,0,0,51.42,2
12,0,18.77,3,26,2,4.53,1,1,67.61,2
8,0,76.38,1,7,2,2.32,0,0,72.05,2
17,0,67.17,4,7,3,3.94,0,1,76.98,3
22,1,52.77,7,22,4,3.59,1,1,100.0,3
17,0,94.91,7,6,3,5.8,2,1,100.0,3
0,1,17.85,7,30,2,2.95,0,0,79.32,3
18,0,65.06,0,24,4,5.99,0,0,62.79,2
6,0,11.32,0,97,4,3.07,0,1,42.69,1
19,1,41.39,4,78,4,3.89,0,1,88.86,3
5,1,16.3,2,67,2,4.88,0,1,72.5,2
10,0,69.1,6,43,3,3.22,2,0,92.37,3
5,1,79.62,4,15,0,2.18,0,1,78.86,3
15,0,77.86,6,35,1,0.79,0,1,47.11,1
5,1,21.56,5,23,3,3.62,1,0,98.91,3
5,1,96.61,4,37,2,5.17,1,1,100.0,3
2,1,58.44,7,66,4,2.68,2,0,93.97,3
11,0,25.75,0,63,2,4.95,1,0,50.7,2
22,1,39.08,7,24,2,4.44,0,0,87.66,3
9,0,57.69,7,36,0,4.26,1,0,61.45,2
20,1,0.44,7,22,2,4.24,1,0,82.82,3
23,1,32.74,4,50,0,1.3,0,1,58.48,2
13,0,23.97,2,67,0,4.31,0,0,37.21,1
17,0,18.03,1,57,2,2.31,1,1,47.87,1
7,0,29.07,0,55,1,4.02,0,1,32.94,1
0,1,54.57,0,34,2,4.57,2,0,100.0,3
4,1,39.06,2,54,0,3.81,1,0,61.67,2
22,1,8.25,3,33,1,3.67,0,1,77.28,3
6,0,74.61,1,94,3,1.25,0,0,43.5,1
9,0,46.39,7,6,3,5.49,1,0,85.51,3
5,1,40.19,5,43,0,1.74,1,1,63.36,2
5,1,60.35,1,31,3,3.86,0,0,90.12,3
1,1,50.43,6,77,0,5.24,1,1,86.99,3
20,1,74.73,5,78,4,2.59,1,1,97.46,3
9,0,91.2,1,92,3,1.3,1,0,55.73,2
9,0,31.38,7,21,4,4.13,0,1,75.82,3
3,1,15.85,7,79,0,2.91,0,1,64.62,2
14,0,77.81,5,41,3,3.55,2,1,85.86,3
14,0,27.37,6,29,0,2.08,1,1,55.61,2
20,1,9.73,3,58,3,0.16,1,1,61.56,2
12,0,56.94,4,52,2,1.76,0,0,50.32,2
15,0,32.48,1,6,0,2.62,0,1,36.64,1
18,0,66.53,0,28,0,1.28,1,0,35.73,1
9,0,95.32,1,59,1,3.39,1,0,56.48,2
4,1,6.78,4,70,1,5.36,0,0,68.42,2
8,0,60.7,1,99,1,1.17,0,0,39.96,1
15,0,57.28,5,97,4,0.31,0,0,45.75,1
2,1,74.47,3,3,1,0.96,1,0,88.72,3
7,0,93.38,1,30,3,4.86,1,1,79.36,3
21,1,53.99,6,8,2,4.34,1,0,99.75,3
16,0,82.85,0,25,2,2.14,0,0,52.7,2
11,0,65.65,1,41,2,1.0,0,0,34.61,1
12,0,39.83,4,24,4,0.66,0,0,61.03,2
2,1,12.49,0,41,4,4.01,0,1,65.66,2
15,0,9.94,3,25,3,4.71,2,1,85.07,3
3,1,34.37,7,73,3,5.31,0,0,86.66,3
4,1,84.38,6,9,3,2.12,0,1,95.47,3
6,0,13.08,7,58,2,0.97,2,0,77.58,3
19,1,29.78,4,39,3,4.92,1,0,100.0,3
19,1,45.79,5,56,0,0.73,0,0,56.16,2
14,0,55.01,1,28,1,0.27,1,1,39.0,1
21,1,1.56,2,29,2,4.63,0,0,73.47,2
17,0,50.46,7,60,2,4.29,1,0,65.37,2
0,1,65.39,2,75,0,3.02,0,1,60.12,2
4,1,87.44,0,6,2,3.86,2,1,98.05,3
12,0,14.67,0,54,3,1.37,2,0,53.92,2
22,1,29.3,4,72,0,0.31,0,1,52.5,2
12,0,95.31,2,77,4,1.83,1,0,59.49,2
4,1,6.5,5,64,2,5.05,2,1,97.3,3
8,0,13.47,5,48,1,3.14,0,0,47.59,1
3,1,12.75,3,93,3,3.06,2,0,100.0,3
0,1,92.98,3,73,1,1.16,1,1,68.86,2
10,0,4.2,5,62,3,5.83,0,1,64.05,2
5,1,7.73,0,85,3,3.45,1,1,66.18,2
21,1,16.04,1,62,3,1.66,1,1,69.01,2
11,0,90.15,1,21,0,0.24,1,0,41.39,1
8,0,79.99,1,19,2,1.95,0,1,68.32,2
7,0,86.66,2,61,4,5.11,0,0,65.72,2
5,1,45.29,6,71,2,1.74,0,1,72.04,2
2,1,79.04,4,42,1,1.53,1,0,77.17,3
18,0,14.76,0,89,1,4.24,0,1,35.86,1
7,0,28.58,4,98,1,5.57,0,0,51.98,2
22,1,83.83,7,29,2,3.38,2,1,96.87,3
4,1,94.9,1,45,0,3.84,0,1,68.03,2
1,1,55.14,3,58,1,4.48,2,0,98.73,3
8,0,32.3,2,44,3,2.15,1,0,49.15,1
10,0,82.9,2,52,2,1.68,1,0,53.45,2
10,0,38.89,6,40,0,1.52,1,0,45.2,1
21,1,26.44,3,41,4,5.09,0,1,88.96,3
5,1,76.8,6,88,2,4.42,1,0,92.15,3
4,1,36.95,5,8,1,4.99,2,0,100.0,3
20,1,66.99,0,82,2,0.98,2,1,67.27,2
5,1,74.95,7,61,4,4.19,2,0,100.0,3
4,1,21.82,5,75,2,2.6,0,0,69.4,2
4,1,37.95,6,88,1,5.05,1,0,85.21,3
0,1,78.67,5,32,2,2.61,1,0,95.89,3
14,0,39.97,6,46,4,5.92,0,1,79.36,3
18,0,68.94,1,53,2,2.39,0,0,41.46,1
21,1,60.77,4,13,2,0.5,0,0,80.6,3
4,1,34.97,1,41,0,2.17,0,1,48.86,1
3,1,69.64,6,93,4,0.67,2,1,98.46,3
12,0,10.79,3,87,3,5.77,1,0,69.75,2
14,0,97.79,2,9,0,5.0,0,0,69.1,2
14,0,24.34,2,80,0,3.44,0,0,29.69,1
13,0,94.15,2,59,2,2.17,0,1,51.78,2
17,0,5.87,6,18,3,4.0,0,1,86.57,3
13,0,1.65,5,86,0,4.71,1,0,55.97,2
22,1,42.76,3,95,1,3.79,1,0,78.15,3
17,0,13.08,6,86,1,2.17,1,1,53.54,2
8,0,39.01,6,47,2,0.44,0,1,44.22,1
18,0,3.51,6,18,4,4.34,0,0,90.99,3
10,0,34.11,6,35,4,0.85,0,0,58.16,2
2,1,6.45,4,12,2,3.31,2,1,97.72,3
21,1,18.45,5,47,2,2.37,2,1,82.71,3
22,1,62.01,6,64,0,0.83,1,1,68.76,2
3,1,51.46,2,19,0,5.59,0,0,80.73,3
5,1,82.58,2,70,4,1.18,1,0,76.84,3
15,0,96.39,0,17,0,3.11,0,0,54.19,2
17,0,39.72,1,66,1,4.91,0,1,48.74,1
11,0,3.44,7,7,0,1.31,2,0,70.19,2
3,1,62.91,5,20,2,2.85,0,0,96.78,3
1,1,84.99,1,15,2,0.86,0,0,88.76,3
12,0,23.46,7,95,3,5.58,0,0,71.63,2
2,1,26.99,4,64,0,0.66,0,1,52.54,2
18,0,97.84,5,19,0,2.31,1,0,78.58,3
11,0,1.0,6,32,2,4.98,0,1,65.68,2
12,0,41.28,2,43,4,5.36,1,0,64.43,2
1,1,35.11,5,75,2,2.4,2,0,95.03,3
4,1,58.04,2,61,3,3.37,1,1,86.62,3
5,1,58.24,1,7,1,3.86,1,0,77.06,3
4,1,45.7,5,56,3,3.95,1,1,87.13,3
16,0,66.92,0,29,1,0.78,0,0,30.14,1
7,0,15.73,5,31,3,5.78,0,1,74.59,2
13,0,76.15,1,57,0,2.5,0,1,35.74,1
16,0,46.49,3,70,0,5.39,0,0,48.12,1
20,1,33.89,1,67,0,3.11,1,1,55.85,2
10,0,78.17,5,31,2,5.37,0,1,81.15,3
20,1,52.98,7,81,4,1.93,1,0,86.52,3
7,0,99.73,2,25,1,3.95,2,1,74.12,2
22,1,99.97,4,58,3,3.19,1,0,95.02,3
4,1,25.68,6,44,1,3.13,1,0,73.43,2
11,0,96.63,7,10,4,3.76,0,0,88.1,3
22,1,15.14,4,33,3,4.12,0,1,93.26,3
11,0,29.65,1,77,1,2.06,1,1,34.11,1
0,1,2.23,0,78,3,3.99,1,1,70.58,2
9,0,6.65,2,80,2,1.64,1,0,38.5,1
10,0,48.63,3,39,4,5.21,1,0,75.36,3
20,1,9.65,0,15,0,0.45,0,1,56.99,2
20,1,78.31,1,62,4,4.46,2,1,100.0,3
18,0,80.41,5,19,2,1.36,0,0,78.47,3
10,0,16.93,6,4,0,5.82,0,0,61.15,2
21,1,30.13,3,2,3,3.84,0,1,98.36,3
12,0,67.74,2,93,3,1.31,1,1,54.44,2
10,0,25.96,6,36,2,1.41,0,0,53.11,2
